,Unnamed: 0,Chemical formula,A,B,In literature,Valence A,Valence B,Radius A [ang],Radius B [ang],Lowest distortion,Formation energy [eV/atom],Stability [eV/atom],Magnetic moment [mu_B],Volume per atom [A^3/atom],Band gap [eV],a [ang],b [ang],c [ang],alpha [deg],beta [deg],gamma [deg],Vacancy energy [eV/O atom],C,Anion Radii,Goldschmidt Tolerance Factor,A_EN,B_EN,C_EN,A_IE,B_IE,C_IE
4254,4254,TaGaO3,Ta,Ga,False,not balanced,not balanced,0.74,0.62,orthorhombic,-2.109,0.432,0,13.193,0,6.13,6.396,6.729,90,90,90,1.424,O,1.385,0.7494273865000001,1.5,1.81,3.44,7.89,5.999,13.618
4255,4255,TaGdO3,Ta,Gd,False,not balanced,not balanced,0.74,0.94,cubic,-1.179,2.13,0.398,15.797,0,4.291,4.291,4.291,90,90,90,-10.218,O,1.385,0.6462803914,1.5,1.2,3.44,7.89,6.15,13.618
4256,4256,TaGeO3,Ta,Ge,False,2,4,0.74,0.53,cubic,-0.758,1.717,0.533,10.96,0,3.798,3.798,3.798,90,90,90,0.27,O,1.385,0.784648517,1.5,2.01,3.44,7.89,7.899,13.618
4257,4257,TaHfO3,Ta,Hf,False,2,4,0.74,0.71,cubic,-1.814,1.366,0.594,13.342,0,4.056,4.056,4.056,90,90,90,-3.616,O,1.385,0.7172324153,1.5,1.3,3.44,7.89,6.65,13.618
4258,4258,TaHgO3,Ta,Hg,False,not balanced,not balanced,0.74,1.11,orthorhombic,-1.903,0.379,0,16.518,0,5.517,6.317,9.48,90,90,90,-8.894,O,1.385,0.6022452545,1.5,2,3.44,7.89,10.437000000000001,13.618
4259,4259,TaHoO3,Ta,Ho,False,not balanced,not balanced,0.74,0.9,cubic,-1.348,1.991,0.399,14.928,0,4.21,4.21,4.21,90,90,90,-8.96,O,1.385,0.6575938337,1.5,1.23,3.44,7.89,6.018,13.618
4260,4260,TaInO3,Ta,In,False,not balanced,not balanced,0.74,0.8,rhombohedral,-1.849,0.665,0,13.199,0,5.415,5.415,5.415,68.3,68.3,68.3,-,O,1.385,0.6876896613,1.5,1.78,3.44,7.89,5.7860000000000005,13.618
4261,4261,TaIrO3,Ta,Ir,False,1,5,0.74,0.57,cubic,-0.109,2.242,0.339,11.992,0,3.914,3.914,3.914,90,90,90,-7.068,O,1.385,0.7685943274,1.5,2.2,3.44,7.89,9.1,13.618
4262,4262,TaKO3,Ta,K,False,not balanced,not balanced,0.74,1.38,orthorhombic,-2.684,0.236,0,17.643,3.635,5.769,5.851,10.454,90,90,90,-21.785,O,1.385,0.5434364955,1.5,0.82,3.44,7.89,4.341,13.618
4263,4263,TaLaO3,Ta,La,False,not balanced,not balanced,0.74,1.03,cubic,-0.839,2.464,0.397,17.927,0,4.475,4.475,4.475,90,90,90,-12.769,O,1.385,0.6221954078999999,1.5,1.1,3.44,7.89,5.58,13.618
4264,4264,TaLiO3,Ta,Li,False,not balanced,not balanced,0.74,0.76,orthorhombic,-2.828,0.138,0,9.486,2.991,4.748,5.105,7.828,90,90,90,-2.44,O,1.385,0.7005137109999999,1.5,0.98,3.44,7.89,5.392,13.618
4265,4265,TaLuO3,Ta,Lu,False,not balanced,not balanced,0.74,0.86,cubic,-1.546,1.814,0.399,13.976,0,4.119,4.119,4.119,90,90,90,-7.371,O,1.385,0.6693104275999999,1.5,1.27,3.44,7.89,5.4259,13.618
4266,4266,TaMgO3,Ta,Mg,False,not balanced,not balanced,0.74,0.72,cubic,-1.513,1.481,0.073,9.856,0,3.666,3.666,3.666,90,90,90,-3.104,O,1.385,0.7138251354,1.5,1.31,3.44,7.89,7.646,13.618
4267,4267,TaMnO3,Ta,Mn,False,2,4,0.74,0.53,cubic,-1.071,1.599,1.164,10.902,0,3.792,3.792,3.792,90,90,90,-5.179,O,1.385,0.784648517,1.5,1.55,3.44,7.89,7.435,13.618
4268,4268,TaMoO3,Ta,Mo,False,1,5,0.74,0.61,cubic,-0.874,1.64,0.52,12.056,0,3.921,3.921,3.921,90,90,90,-2.235,O,1.385,0.7531839148,1.5,2.16,3.44,7.89,7.099,13.618
4269,4269,TaNaO3,Ta,Na,False,not balanced,not balanced,0.74,1.02,orthorhombic,-2.633,0.298,0,12.859,2.958,5.468,5.632,8.351,90,90,90,-11.349,O,1.385,0.6247824989999999,1.5,0.93,3.44,7.89,5.138999999999999,13.618
4270,4270,TaNbO3,Ta,Nb,False,1,5,0.74,0.64,cubic,-1.255,1.367,0.588,12.854,0,4.006,4.006,4.006,90,90,90,-0.321,O,1.385,0.7420256345999999,1.5,1.6,3.44,7.89,6.88,13.618
4271,4271,TaNdO3,Ta,Nd,False,not balanced,not balanced,0.74,0.98,cubic,-0.881,2.371,0.4,17.377,0,4.429,4.429,4.429,90,90,90,-12.189,O,1.385,0.6353496448,1.5,1.14,3.44,7.89,5.53,13.618
4272,4272,TaNiO3,Ta,Ni,False,2,4,0.74,0.48,cubic,-0.846,1.629,0.488,9.797,0,3.659,3.659,3.659,90,90,90,-0.846,O,1.385,0.8056846703,1.5,1.91,3.44,7.89,7.635,13.618
4273,4273,TaNpO3,Ta,Np,False,element not in BV,element not in BV,0.74,0.86,rhombohedral,-2.79,0.313,0.8,15.29,0.55,5.749,5.749,5.749,66.4,66.4,66.4,-0.811,O,1.385,0.6693104275999999,1.5,1.36,3.44,7.89,6.19,13.618
4274,4274,TaOsO3,Ta,Os,False,element not in BV,element not in BV,0.74,0.57,cubic,-0.224,2.141,0.238,11.821,0,3.895,3.895,3.895,90,90,90,-6.274,O,1.385,0.7685943274,1.5,2.2,3.44,7.89,8.7,13.618
4275,4275,TaPaO3,Ta,Pa,False,element not in BV,element not in BV,0.74,0.91,cubic,-1.248,1.488,0.771,16.707,0,4.371,4.371,4.371,90,90,90,0.234,O,1.385,0.6547285011,1.5,1.5,3.44,7.89,5.89,13.618
4276,4276,TaPbO3,Ta,Pb,False,2,4,0.74,0.78,rhombohedral,-1.911,0.544,0,15.337,0,5.603,5.603,5.603,71.4,71.4,71.4,-1.098,O,1.385,0.6940424527,1.5,2.33,3.44,7.89,7.416,13.618
4277,4277,TaPdO3,Ta,Pd,False,2,4,0.74,0.62,cubic,-0.13,2.191,0.338,12.087,0,3.924,3.924,3.924,90,90,90,-5.715,O,1.385,0.7494273865000001,1.5,2.2,3.44,7.89,8.34,13.618
4278,4278,TaPmO3,Ta,Pm,False,element not in BV,element not in BV,0.74,0.97,cubic,-0.97,2.183,0.398,16.902,0,4.388,4.388,4.388,90,90,90,-11.636,O,1.385,0.6380475202,1.5,-,3.44,7.89,5.553999999999999,13.618
4279,4279,TaPrO3,Ta,Pr,False,2,4,0.74,0.85,cubic,-0.801,2.424,0.397,17.812,0,4.466,4.466,4.466,90,90,90,-12.693,O,1.385,0.6723051052,1.5,1.13,3.44,7.89,5.46,13.618
4280,4280,TaPtO3,Ta,Pt,False,element not in BV,element not in BV,0.74,0.67,cubic,0.037,2.347,0.388,12.59,0,3.978,3.978,3.978,90,90,90,-8.016,O,1.385,0.7311931436,1.5,2.28,3.44,7.89,9.0,13.618
4281,4281,TaPuO3,Ta,Pu,False,element not in BV,element not in BV,0.74,0.83,rhombohedral,-2.83,0.301,1,15.116,0.779,5.716,5.716,5.716,66.7,66.7,66.7,-8.643,O,1.385,0.6783755801000001,1.5,1.28,3.44,7.89,6.06,13.618
4282,4282,TaRbO3,Ta,Rb,False,not balanced,not balanced,0.74,1.52,orthorhombic,-2.689,0.183,0,19.597,3.593,5.93,5.984,11.045,90,90,90,-14.916,O,1.385,0.5172467849,1.5,0.82,3.44,7.89,4.177,13.618
4283,4283,TaReO3,Ta,Re,False,1,5,0.74,0.58,cubic,-0.503,1.945,0.403,11.968,0,3.911,3.911,3.911,90,90,90,-4.977,O,1.385,0.7646829059,1.5,1.9,3.44,7.89,7.88,13.618
4284,4284,TaRhO3,Ta,Rh,False,2,4,0.74,0.6,cubic,-0.31,2.037,0.304,11.667,0,3.878,3.878,3.878,90,90,90,-4.987,O,1.385,0.7569782922,1.5,2.28,3.44,7.89,7.46,13.618
4285,4285,TaRuO3,Ta,Ru,False,1,5,0.74,0.57,cubic,-0.406,1.975,0.188,11.543,0,3.865,3.865,3.865,90,90,90,-4.611,O,1.385,0.7685943274,1.5,2.2,3.44,7.89,7.37,13.618
4286,4286,TaSbO3,Ta,Sb,False,1,5,0.74,0.6,cubic,-0.34,2.114,0.626,13.811,0,4.103,4.103,4.103,90,90,90,-5.239,O,1.385,0.7569782922,1.5,2.05,3.44,7.89,8.641,13.618
4287,4287,TaScO3,Ta,Sc,False,not balanced,not balanced,0.74,0.75,cubic,-1.73,1.532,0.4,12.311,0,3.948,3.948,3.948,90,90,90,-5.103,O,1.385,0.7037948056000001,1.5,1.36,3.44,7.89,6.54,13.618
4288,4288,TaSiO3,Ta,Si,False,2,4,0.74,0.4,cubic,-1.291,1.487,0.518,9.427,0,3.612,3.612,3.612,90,90,90,1.802,O,1.385,0.8417937871,1.5,1.9,3.44,7.89,8.151,13.618
4289,4289,TaSmO3,Ta,Sm,False,not balanced,not balanced,0.74,0.96,cubic,-1.025,2.258,0.4,16.582,0,4.36,4.36,4.36,90,90,90,-11.247,O,1.385,0.6407684051,1.5,1.17,3.44,7.89,5.64,13.618
4290,4290,TaSnO3,Ta,Sn,False,2,4,0.74,0.69,cubic,-0.628,1.903,0.578,13.115,0,4.033,4.033,4.033,90,90,90,-2.986,O,1.385,0.7241454987999999,1.5,1.96,3.44,7.89,7.343999999999999,13.618
4291,4291,TaSrO3,Ta,Sr,False,not balanced,not balanced,0.74,1.18,orthorhombic,-2.801,0.365,0,15.651,0.31,5.577,6.314,8.889,90,90,90,-17.169,O,1.385,0.5858097114999999,1.5,0.95,3.44,7.89,5.695,13.618
4292,4292,Ta2O3,Ta,Ta,False,not balanced,not balanced,0.74,0.68,cubic,-1.403,1.226,0.614,12.673,0,3.987,3.987,3.987,90,90,90,0.136,O,1.385,0.7276522567,1.5,1.5,3.44,7.89,7.89,13.618
4293,4293,TaTbO3,Ta,Tb,False,2,4,0.74,0.76,cubic,-1.108,2.084,0.399,15.49,0,4.263,4.263,4.263,90,90,90,-9.755,O,1.385,0.7005137109999999,1.5,-,3.44,7.89,5.86,13.618
4294,4294,TaTcO3,Ta,Tc,False,element not in BV,element not in BV,0.74,0.6,cubic,-0.606,1.84,0.146,11.719,0,3.884,3.884,3.884,90,90,90,-4.035,O,1.385,0.7569782922,1.5,1.9,3.44,7.89,7.28,13.618
4295,4295,TaTeO3,Ta,Te,False,2,4,0.74,0.97,cubic,-0.061,2.329,0.602,14.572,0,4.177,4.177,4.177,90,90,90,-6.409,O,1.385,0.6380475202,1.5,2.1,3.44,7.89,9.009,13.618
4296,4296,TaThO3,Ta,Th,False,2,4,0.74,0.94,cubic,-1.46,1.965,0.589,18.552,0,4.527,4.527,4.527,90,90,90,-1.362,O,1.385,0.6462803914,1.5,1.3,3.44,7.89,6.08,13.618
4297,4297,TaTiO3,Ta,Ti,False,2,4,0.74,0.61,cubic,-1.708,1.168,0.468,11.319,0,3.839,3.839,3.839,90,90,90,-3.211,O,1.385,0.7531839148,1.5,1.54,3.44,7.89,6.82,13.618
4298,4298,TaTlO3,Ta,Tl,False,not balanced,not balanced,0.74,1.2,orthorhombic,-2.274,0.183,0,18.318,2.48,5.884,6.333,9.831,90,90,90,-7.196,O,1.385,0.5812773346,1.5,1.62,3.44,7.89,6.108,13.618
4299,4299,TaTmO3,Ta,Tm,False,not balanced,not balanced,0.74,0.96,cubic,-1.461,1.897,0.399,14.408,0,4.161,4.161,4.161,90,90,90,-8.045,O,1.385,0.6407684051,1.5,1.25,3.44,7.89,6.184,13.618
4300,4300,TaUO3,Ta,U,False,1,5,0.74,0.76,cubic,-1.439,1.729,0.966,16.16,0,4.323,4.323,4.323,90,90,90,0.396,O,1.385,0.7005137109999999,1.5,1.38,3.44,7.89,6.05,13.618
4301,4301,TaVO3,Ta,V,False,2,4,0.74,0.58,cubic,-1.347,1.388,0.773,11.017,0,3.805,3.805,3.805,90,90,90,1.145,O,1.385,0.7646829059,1.5,1.63,3.44,7.89,6.74,13.618
4302,4302,TaWO3,Ta,W,False,1,5,0.74,0.62,cubic,-0.874,1.643,0.56,12.172,0,3.933,3.933,3.933,90,90,90,-0.91,O,1.385,0.7494273865000001,1.5,2.36,3.44,7.89,7.98,13.618
4303,4303,TaYO3,Ta,Y,False,not balanced,not balanced,0.74,0.9,cubic,-1.271,2.034,0.398,15.201,0,4.236,4.236,4.236,90,90,90,-9.407,O,1.385,0.6575938337,1.5,1.22,3.44,7.89,6.38,13.618
4304,4304,TaYbO3,Ta,Yb,False,not balanced,not balanced,0.74,0.95,orthorhombic,-2.943,0.306,-0.001,12.853,0,5.536,5.995,7.745,90,90,90,-12.815,O,1.385,0.6435125953,1.5,-,3.44,7.89,6.254,13.618
4305,4305,TaZnO3,Ta,Zn,False,not balanced,not balanced,0.74,0.74,cubic,-0.727,1.803,0.218,10.663,0,3.764,3.764,3.764,90,90,90,-5.628,O,1.385,0.7071067812,1.5,1.65,3.44,7.89,9.394,13.618
4306,4306,TaZrO3,Ta,Zr,False,2,4,0.74,0.72,cubic,-1.62,1.436,0.594,13.872,0,4.109,4.109,4.109,90,90,90,0.504,O,1.385,0.7138251354,1.5,1.33,3.44,7.89,6.84,13.618
4307,4307,TbAcO3,Tb,Ac,False,element not in BV,element not in BV,1.1,1.12,cubic,-2.061,1.509,0.001,20.243,0,4.66,4.66,4.66,90,90,90,0.939,O,1.385,0.7014612181000001,-,1.1,3.44,5.86,5.17,13.618
4308,4308,TbAgO3,Tb,Ag,False,not balanced,not balanced,1.1,0.95,cubic,-1.327,0.566,0,12.985,0,4.019,4.019,4.019,90,90,90,-0.487,O,1.385,0.7525311997,-,1.93,3.44,5.86,7.5760000000000005,13.618
4309,4309,TbAlO3,Tb,Al,True,3,3,1.1,0.54,orthorhombic,-3.448,-0.02,0,10.267,5.845,5.198,5.336,7.404,90,90,90,6.336,O,1.385,0.9128105721,-,1.61,3.44,5.86,5.986000000000001,13.618
4310,4310,TbAsO3,Tb,As,False,3,3,1.1,0.58,cubic,-1.802,0.748,0,12.745,0,3.994,3.994,3.994,90,90,90,2.202,O,1.385,0.8942291864,-,2.18,3.44,5.86,9.81,13.618
4311,4311,TbAuO3,Tb,Au,False,element not in BV,element not in BV,1.1,0.93,cubic,-1.189,0.732,0,13.734,0,4.095,4.095,4.095,90,90,90,-0.603,O,1.385,0.7590325491,-,2.54,3.44,5.86,9.225,13.618
4312,4312,TbBO3,Tb,B,False,4,2,0.88,0.27,cubic,-2.39,0.759,0,8.318,2.961,3.465,3.465,3.465,90,90,90,5.397,O,1.385,0.9677322413,-,2.04,3.44,5.86,8.298,13.618
4313,4313,TbBaO3,Tb,Ba,False,4,2,0.88,1.35,orthorhombic,-2.69,0.271,0.201,18.699,0.64,6.5,6.766,8.504,90,90,90,-6.725,O,1.385,0.5855930015999999,-,0.89,3.44,5.86,5.212000000000001,13.618
4314,4314,TbBeO3,Tb,Be,False,4,2,0.88,0.45,tetragonal,-2.663,0.304,0.044,9.596,0,3.326,3.326,4.337,90,90,90,-0.866,O,1.385,0.8728048279999999,-,1.57,3.44,5.86,9.322000000000001,13.618
4315,4315,TbBiO3,Tb,Bi,False,1,5,1.1,0.76,cubic,-1.418,1.099,0,16.631,0,4.365,4.365,4.365,90,90,90,0.902,O,1.385,0.8191889749,-,2.02,3.44,5.86,7.289,13.618
4316,4316,TbCaO3,Tb,Ca,False,4,2,0.88,1.0,cubic,-2.043,1.028,0.2,13.791,0,4.101,4.101,4.101,90,90,90,-2.782,O,1.385,0.6715290815,-,1,3.44,5.86,6.1129999999999995,13.618
4317,4317,TbCdO3,Tb,Cd,False,4,2,0.88,0.95,cubic,-1.494,0.781,0,13.689,0,4.091,4.091,4.091,90,90,90,-0.941,O,1.385,0.6859087192000001,-,1.69,3.44,5.86,8.993,13.618
4318,4318,TbCeO3,Tb,Ce,False,2,4,1.1,0.87,cubic,-2.207,1.333,0,18.667,0.308,4.536,4.536,4.536,90,90,90,-2.959,O,1.385,0.7792285371,-,1.12,3.44,5.86,5.54,13.618
4319,4319,TbCoO3,Tb,Co,True,3,3,1.1,0.61,orthorhombic,-2.398,0.009,0.401,10.841,0,5.2,5.551,7.512,90,90,90,2.511,O,1.385,0.8807821309999999,-,1.88,3.44,5.86,7.86,13.618
4320,4320,TbCrO3,Tb,Cr,True,3,3,1.1,0.62,orthorhombic,-3.064,-0.043,0.6,11.209,2.475,5.286,5.578,7.603,90,90,90,4.313,O,1.385,0.8763892026000001,-,1.66,3.44,5.86,6.766,13.618
4321,4321,TbCsO3,Tb,Cs,False,not balanced,not balanced,1.1,1.67,-,-,-,-,-,-,-,-,-,-,-,-,-,O,1.385,0.5751752377,-,0.79,3.44,5.86,3.8939999999999997,13.618
4322,4322,TbCuO3,Tb,Cu,False,3,3,1.1,0.54,orthorhombic,-2.142,-0.04,0,11.072,0,5.23,5.858,7.228,90,90,90,0.77,O,1.385,0.9128105721,-,1.9,3.44,5.86,7.726,13.618
4323,4323,TbDyO3,Tb,Dy,False,4,2,0.88,1.07,cubic,-2.802,0.903,0,15.489,1.746,4.263,4.263,4.263,90,90,90,1.148,O,1.385,0.6523816128000001,-,1.22,3.44,5.86,5.94,13.618
4324,4324,TbErO3,Tb,Er,False,not balanced,not balanced,1.1,0.89,cubic,-2.902,0.827,0,14.97,1.887,4.214,4.214,4.214,90,90,90,4.277,O,1.385,0.7723781764000001,-,1.24,3.44,5.86,6.101,13.618
4325,4325,TbEuO3,Tb,Eu,False,not balanced,not balanced,1.1,1.06,cubic,-2.03,1.108,0.108,15.402,0,4.254,4.254,4.254,90,90,90,-2.201,O,1.385,0.7186749903,-,-,3.44,5.86,5.67,13.618
4326,4326,TbFeO3,Tb,Fe,True,3,3,1.1,0.65,orthorhombic,-2.644,-0.039,1,11.338,1.168,5.301,5.607,7.629,90,90,90,3.264,O,1.385,0.8634694601,-,1.83,3.44,5.86,7.87,13.618
4327,4327,TbGaO3,Tb,Ga,False,3,3,1.1,0.62,orthorhombic,-2.833,0.015,0,11.149,3.981,5.285,5.562,7.586,90,90,90,4.521,O,1.385,0.8763892026000001,-,1.81,3.44,5.86,5.999,13.618
4328,4328,TbGdO3,Tb,Gd,False,not balanced,not balanced,1.1,0.94,cubic,-2.688,0.989,0,16.07,1.489,4.315,4.315,4.315,90,90,90,0.37,O,1.385,0.755767893,-,1.2,3.44,5.86,6.15,13.618
4329,4329,TbGeO3,Tb,Ge,False,2,4,1.1,0.53,cubic,-2.107,0.523,0,11.618,0,3.873,3.873,3.873,90,90,90,2.859,O,1.385,0.9175772069,-,2.01,3.44,5.86,7.899,13.618
4330,4330,TbHfO3,Tb,Hf,False,2,4,1.1,0.71,orthorhombic,-3.308,0.2,0.003,12.51,0,5.474,6.064,7.538,90,90,90,4.589,O,1.385,0.8387400245000001,-,1.3,3.44,5.86,6.65,13.618
4331,4331,TbHgO3,Tb,Hg,False,4,2,0.88,1.02,cubic,-1.075,0.887,0,14.671,0,4.186,4.186,4.186,90,90,90,-0.904,O,1.385,0.6659446401,-,2,3.44,5.86,10.437000000000001,13.618
4332,4332,TbHoO3,Tb,Ho,False,4,2,0.88,0.9,cubic,-2.854,0.863,0,15.23,1.749,4.239,4.239,4.239,90,90,90,1.499,O,1.385,0.7009176628,-,1.23,3.44,5.86,6.018,13.618
4333,4333,TbInO3,Tb,In,False,not balanced,not balanced,1.1,0.8,cubic,-2.046,0.657,0,13.737,1.737,4.095,4.095,4.095,90,90,90,2.768,O,1.385,0.8041923804000001,-,1.78,3.44,5.86,5.7860000000000005,13.618
4334,4334,TbIrO3,Tb,Ir,False,1,5,1.1,0.57,cubic,-1.54,0.719,0,12.356,0,3.953,3.953,3.953,90,90,90,-0.798,O,1.385,0.8988032487000001,-,2.2,3.44,5.86,9.1,13.618
4335,4335,TbKO3,Tb,K,False,not balanced,not balanced,1.1,1.38,orthorhombic,-1.907,0.45,0.4,18.124,0,5.962,6.011,10.114,90,90,90,-3.824,O,1.385,0.6355010312,-,0.82,3.44,5.86,4.341,13.618
4336,4336,TbLaO3,Tb,La,False,not balanced,not balanced,1.1,1.03,cubic,-2.329,1.307,0,18.381,0,4.513,4.513,4.513,90,90,90,-2.626,O,1.385,0.7276026298999999,-,1.1,3.44,5.86,5.58,13.618
4337,4337,TbLiO3,Tb,Li,False,not balanced,not balanced,1.1,0.76,orthorhombic,-2.145,0.317,0.4,10.487,0,4.995,5.78,7.265,90,90,90,-1.235,O,1.385,0.8191889749,-,0.98,3.44,5.86,5.392,13.618
4338,4338,TbLuO3,Tb,Lu,False,not balanced,not balanced,1.1,0.86,cubic,-3.044,0.717,0,14.289,2.003,4.149,4.149,4.149,90,90,90,4.647,O,1.385,0.7826994883,-,1.27,3.44,5.86,5.4259,13.618
4339,4339,TbMgO3,Tb,Mg,False,4,2,0.88,0.72,orthorhombic,-2.788,0.18,0.2,11.503,0,5.371,5.728,7.477,90,90,90,-1.354,O,1.385,0.7608536148999999,-,1.31,3.44,5.86,7.646,13.618
4340,4340,TbMnO3,Tb,Mn,True,3,3,1.1,0.65,orthorhombic,-2.822,0.002,0.8,11.406,0.258,5.301,5.731,7.508,90,90,90,3.52,O,1.385,0.8634694601,-,1.55,3.44,5.86,7.435,13.618
4341,4341,TbMoO3,Tb,Mo,False,1,5,1.1,0.61,cubic,-2.173,0.583,0.004,12.366,0,3.954,3.954,3.954,90,90,90,1.824,O,1.385,0.8807821309999999,-,2.16,3.44,5.86,7.099,13.618
4342,4342,TbNaO3,Tb,Na,False,not balanced,not balanced,1.1,1.02,cubic,-1.334,1.035,0.399,12.076,0,3.923,3.923,3.923,90,90,90,-2.714,O,1.385,0.7306280047,-,0.93,3.44,5.86,5.138999999999999,13.618
4343,4343,TbNbO3,Tb,Nb,False,1,5,1.1,0.64,cubic,-2.497,0.576,0.001,13.042,0,4.025,4.025,4.025,90,90,90,3.209,O,1.385,0.8677335068,-,1.6,3.44,5.86,6.88,13.618
4344,4344,TbNdO3,Tb,Nd,False,not balanced,not balanced,1.1,0.98,cubic,-2.388,1.202,0,17.645,0.664,4.452,4.452,4.452,90,90,90,-1.764,O,1.385,0.7429853493999999,-,1.14,3.44,5.86,5.53,13.618
4345,4345,TbNiO3,Tb,Ni,False,3,3,1.1,0.6,orthorhombic,-2.269,0.008,0.199,10.631,0,5.191,5.512,7.43,90,90,90,1.113,O,1.385,0.8852193205,-,1.91,3.44,5.86,7.635,13.618
4346,4346,TbNpO3,Tb,Np,False,element not in BV,element not in BV,1.1,0.86,cubic,-2.471,1.05,0.782,17.168,0,4.411,4.411,4.411,90,90,90,2.531,O,1.385,0.7826994883,-,1.36,3.44,5.86,6.19,13.618
4347,4347,TbOsO3,Tb,Os,False,element not in BV,element not in BV,1.1,0.57,cubic,-1.587,0.716,0.006,12.208,0,3.937,3.937,3.937,90,90,90,0.197,O,1.385,0.8988032487000001,-,2.2,3.44,5.86,8.7,13.618
4348,4348,TbPaO3,Tb,Pa,False,element not in BV,element not in BV,1.1,0.91,cubic,-2.271,0.903,0.292,17.768,0,4.462,4.462,4.462,90,90,90,2.759,O,1.385,0.7656472119,-,1.5,3.44,5.86,5.89,13.618
4349,4349,TbPbO3,Tb,Pb,False,2,4,1.1,0.78,cubic,-1.39,1.007,0,15.428,0,4.257,4.257,4.257,90,90,90,0.578,O,1.385,0.8116214093999999,-,2.33,3.44,5.86,7.416,13.618
4350,4350,TbPdO3,Tb,Pd,False,2,4,1.1,0.62,orthorhombic,-2.07,-0.03,0.005,12.007,0,5.4,5.895,7.543,90,90,90,-0.016,O,1.385,0.8763892026000001,-,2.2,3.44,5.86,8.34,13.618
4351,4351,TbPmO3,Tb,Pm,False,element not in BV,element not in BV,1.1,0.97,cubic,-2.478,1.14,0,17.16,1.041,4.411,4.411,4.411,90,90,90,-0.382,O,1.385,0.7461402765,-,-,3.44,5.86,5.553999999999999,13.618
4352,4352,TbPrO3,Tb,Pr,False,2,4,1.1,0.85,cubic,-2.304,1.264,0,18.119,0.479,4.491,4.491,4.491,90,90,90,-1.416,O,1.385,0.7862014994,-,1.13,3.44,5.86,5.46,13.618
4353,4353,TbPtO3,Tb,Pt,False,element not in BV,element not in BV,1.1,0.67,cubic,-1.451,0.677,0,12.925,0,4.013,4.013,4.013,90,90,90,-0.464,O,1.385,0.8550658644,-,2.28,3.44,5.86,9.0,13.618
4354,4354,TbPuO3,Tb,Pu,False,element not in BV,element not in BV,1.1,0.83,cubic,-2.518,1.078,0.919,16.564,0,4.359,4.359,4.359,90,90,90,-0.554,O,1.385,0.7933003843,-,1.28,3.44,5.86,6.06,13.618
4355,4355,TbRbO3,Tb,Rb,False,not balanced,not balanced,1.1,1.52,orthorhombic,-2.002,0.346,0,18.423,1.287,6.215,6.263,9.466,90,90,90,-3.294,O,1.385,0.6048744755,-,0.82,3.44,5.86,4.177,13.618
4356,4356,TbReO3,Tb,Re,False,1,5,1.1,0.58,cubic,-1.8,0.749,0.163,12.293,0,3.946,3.946,3.946,90,90,90,0.373,O,1.385,0.8942291864,-,1.9,3.44,5.86,7.88,13.618
4357,4357,TbRhO3,Tb,Rh,True,2,4,1.1,0.6,cubic,-1.747,0.537,0,12.011,0,3.916,3.916,3.916,90,90,90,-0.048,O,1.385,0.8852193205,-,2.28,3.44,5.86,7.46,13.618
4358,4358,TbRuO3,Tb,Ru,False,1,5,1.1,0.57,cubic,-1.802,0.56,0.125,11.999,0,3.915,3.915,3.915,90,90,90,0.762,O,1.385,0.8988032487000001,-,2.2,3.44,5.86,7.37,13.618
4359,4359,TbSbO3,Tb,Sb,False,3,3,1.1,0.76,cubic,-1.633,0.937,-0.001,14.898,0,4.208,4.208,4.208,90,90,90,1.071,O,1.385,0.8191889749,-,2.05,3.44,5.86,8.641,13.618
4360,4360,TbScO3,Tb,Sc,False,3,3,1.1,0.75,orthorhombic,-3.665,0.019,0,12.3,4.705,5.439,5.728,7.896,90,90,90,5.096,O,1.385,0.8230259256,-,1.36,3.44,5.86,6.54,13.618
4361,4361,TbSiO3,Tb,Si,False,3,3,1.1,0.4,cubic,-2.524,0.64,0,10.048,0,3.69,3.69,3.69,90,90,90,4.622,O,1.385,0.9844035581,-,1.9,3.44,5.86,8.151,13.618
4362,4362,TbSmO3,Tb,Sm,False,4,2,0.88,1.22,cubic,-2.535,1.096,0,16.841,1.073,4.383,4.383,4.383,90,90,90,-0.748,O,1.385,0.6148164527000001,-,1.17,3.44,5.86,5.64,13.618
4363,4363,TbSnO3,Tb,Sn,False,2,4,1.1,0.69,cubic,-1.904,0.811,0,13.819,0,4.103,4.103,4.103,90,90,90,2.278,O,1.385,0.8468242656999999,-,1.96,3.44,5.86,7.343999999999999,13.618
4364,4364,TbSrO3,Tb,Sr,False,4,2,0.88,1.18,orthorhombic,-2.747,0.27,0.106,16.647,0,5.845,5.857,9.725,90,90,90,-3.53,O,1.385,0.6244042337,-,0.95,3.44,5.86,5.695,13.618
4365,4365,TbTaO3,Tb,Ta,False,1,5,1.1,0.64,cubic,-2.574,0.617,0.001,12.83,0,4.003,4.003,4.003,90,90,90,3.252,O,1.385,0.8677335068,-,1.5,3.44,5.86,7.89,13.618
4366,4366,Tb2O3,Tb,Tb,False,not balanced,not balanced,1.1,0.84,cubic,-2.616,0.944,0,15.769,1.476,4.288,4.288,4.288,90,90,90,0.693,O,1.385,0.7897349893000001,-,-,3.44,5.86,5.86,13.618
4367,4367,TbTcO3,Tb,Tc,False,element not in BV,element not in BV,1.1,0.6,cubic,-1.977,0.568,0.314,12.175,0,3.934,3.934,3.934,90,90,90,1.296,O,1.385,0.8852193205,-,1.9,3.44,5.86,7.28,13.618
